time,closed_price,scaled_volume_USDC,scaled_volume_WETH
2022-05-09 06:00:00,2442.944291943252,8.024910483867516e-13,4.123457147863071e-16
2022-05-09 07:00:00,2454.040646711895,1.3265438978426364e-12,4.876179903187719e-16
2022-05-09 08:00:00,2448.6922501074105,6.280565801249774e-13,2.785426399128523e-16
2022-05-09 09:00:00,2464.2243571471013,9.762464543426974e-13,3.371312991161955e-16
2022-05-09 10:00:00,2443.228491912267,7.301051305328369e-13,3.7074460623628974e-16
2022-05-09 11:00:00,2375.6790270039637,1.3613257087178228e-12,8.834778490752266e-16
2022-05-09 12:00:00,2406.596175056972,2.9631564186563378e-12,1.2176153415079777e-15
2022-05-09 13:00:00,2393.469143220248,1.1686012499241187e-12,5.695234446290457e-16
2022-05-09 14:00:00,2411.800637059176,4.3379480932408554e-12,1.9987972958720464e-15
2022-05-09 15:00:00,2383.4569785355075,3.2645090940029713e-12,1.5161565231490897e-15
2022-05-09 16:00:00,2378.127756838967,4.6595913597261e-12,2.6882168220608963e-15
2022-05-09 17:00:00,2330.1773882630373,4.052783815435484e-12,1.99568498539939e-15
2022-05-09 18:00:00,2300.328410419461,5.476955145880595e-12,2.6362858008797022e-15
2022-05-09 19:00:00,2281.3946317963378,5.485738690183606e-12,2.525693358555322e-15
2022-05-09 20:00:00,2268.467553141138,7.200339236921173e-12,3.501909726923753e-15
2022-05-09 21:00:00,2290.9013285885244,7.143777687248051e-12,3.2195618693969074e-15
2022-05-09 22:00:00,2273.93893162954,2.9780211274784113e-12,1.396538774591995e-15
2022-05-09 23:00:00,2293.7342239521104,3.1274919908163028e-12,1.2847862299427405e-15
2022-05-10 00:00:00,2229.164061198169,3.2325203454288358e-12,1.7559420677580128e-15
2022-05-10 01:00:00,2285.4698971481275,6.858269591280001e-12,2.961855382573488e-15
2022-05-10 02:00:00,2313.101943839909,4.0847248292545945e-12,1.5982401653507452e-15
2022-05-10 03:00:00,2325.450596587793,3.0148407741916153e-12,1.294311373261257e-15
2022-05-10 04:00:00,2301.1754377188613,1.744028614359024e-12,8.312183156207081e-16
2022-05-10 05:00:00,2341.142585522134,3.0085100739528226e-12,1.1986686140052244e-15
2022-05-10 06:00:00,2402.9245194154432,2.3025129013701472e-12,7.030467361094164e-16
2022-05-10 07:00:00,2397.2174623127685,2.9039049107003993e-12,1.247019209949315e-15
2022-05-10 08:00:00,2373.5685405202635,1.9101530906571186e-12,9.094968405156151e-16
2022-05-10 09:00:00,2386.1118332196193,1.7304191723698348e-12,7.093927200677165e-16
2022-05-10 10:00:00,2371.2118374287984,7.768341073162928e-13,3.9786806114634175e-16
2022-05-10 11:00:00,2370.9905325738573,1.0319912300478162e-12,4.2987987604339345e-16
2022-05-10 12:00:00,2401.150755945771,1.2954909994591349e-12,4.2090681021835044e-16
2022-05-10 13:00:00,2445.184858234053,2.8450285114453136e-12,9.903846351512423e-16
2022-05-10 14:00:00,2423.557004132075,4.050505916557183e-12,1.6715975977394144e-15
2022-05-10 15:00:00,2357.0724087969033,2.878493280460158e-12,1.5025104284056263e-15
2022-05-10 16:00:00,2359.9562121027075,3.245511885781683e-12,1.3921527641308635e-15
2022-05-10 17:00:00,2352.9265675543256,2.463772739639004e-12,1.10115539521199e-15
2022-05-10 18:00:00,2398.771535129147,2.411765408032791e-12,8.125241688263962e-16
2022-05-10 19:00:00,2378.3639420158497,1.3867896003662742e-12,6.946183795511553e-16
2022-05-10 20:00:00,2355.5792636988517,1.2061963304968989e-12,6.216832486517685e-16
2022-05-10 21:00:00,2327.2485448743773,1.2271255354643621e-12,6.571163353779994e-16
2022-05-10 22:00:00,2263.608181648959,2.4064134922553087e-12,1.3740741716762731e-15
2022-05-10 23:00:00,2317.2115901241536,3.367333116262608e-12,1.2462256783819362e-15
2022-05-11 00:00:00,2342.03744861056,1.9839491662846172e-12,7.45871075113089e-16
2022-05-11 01:00:00,2355.526066529483,2.610696853420648e-12,1.0398205920377388e-15
2022-05-11 02:00:00,2336.967507378197,1.257572466267132e-12,6.328622333142113e-16
2022-05-11 03:00:00,2376.506171845032,1.6353576423516306e-12,5.22846604456006e-16
2022-05-11 04:00:00,2361.340252908305,8.296184199125527e-13,4.4247755478365765e-16
2022-05-11 05:00:00,2352.8872364985714,9.234904652782581e-13,4.305235844875297e-16
2022-05-11 06:00:00,2378.4646459669275,2.739472978981687e-12,1.0598470062571562e-15
2022-05-11 07:00:00,2292.0924651687437,9.501944990221731e-13,7.937116582327386e-16
2022-05-11 08:00:00,2307.3624909841737,4.094810433901144e-12,1.7711597782871057e-15
2022-05-11 09:00:00,2371.791065608664,2.63613323665817e-12,8.384761935159559e-16
2022-05-11 10:00:00,2431.008561011687,2.4834614135761624e-12,7.742347734975381e-16
2022-05-11 11:00:00,2431.7120137792585,2.5576454004378046e-12,1.0287060180191382e-15
2022-05-11 12:00:00,2407.229854964003,1.7707982076223293e-12,8.034766503753575e-16
2022-05-11 13:00:00,2162.2257050987914,8.31819849146486e-12,5.128154885312681e-15
2022-05-11 14:00:00,2334.8203725869594,1.1694107659530235e-11,4.798833023398261e-15
2022-05-11 15:00:00,2340.483300971547,6.5057266140327964e-12,2.9693820691445716e-15
2022-05-11 16:00:00,2262.967691899214,2.67291221586119e-12,1.534197874228124e-15
2022-05-11 17:00:00,2201.76672750103,3.8726529393280665e-12,2.1913757507997177e-15
2022-05-11 18:00:00,2179.4074976758484,8.983889765322945e-12,4.554576987291449e-15
2022-05-11 19:00:00,2169.464000888101,5.620123717209323e-12,2.400405749458142e-15
2022-05-11 20:00:00,2114.6104200286145,4.164286935987825e-12,2.274579755111523e-15
2022-05-11 21:00:00,2034.3771349658728,6.972884416356445e-12,3.945172843376849e-15
2022-05-11 22:00:00,2077.8142431972647,1.0620174089115211e-11,4.960880040818872e-15
2022-05-11 23:00:00,2072.2506166196067,6.117030839086292e-12,3.0268824435436763e-15
2022-05-12 00:00:00,2076.4606553987937,8.425707417643456e-12,4.037992309287126e-15
2022-05-12 01:00:00,2140.92834683238,5.3831354574331215e-12,2.2147616484693572e-15
2022-05-12 02:00:00,2095.3754603925618,4.6170122439769215e-12,2.3923130309483913e-15
2022-05-12 03:00:00,2042.570416067848,4.87282455351735e-12,2.6613508678035028e-15
2022-05-12 04:00:00,1968.9686739843987,4.5404020166106186e-12,2.7778691916811096e-15
2022-05-12 05:00:00,1885.636501129884,1.3327659487465842e-11,7.743523333982303e-15
2022-05-12 06:00:00,1816.4844847314157,1.4479983484035947e-11,9.924784693615803e-15
2022-05-12 07:00:00,1767.349910593165,1.2905221811723843e-11,8.267107186050163e-15
2022-05-12 08:00:00,1890.5253308783233,1.920373759805522e-11,1.0687860905288964e-14
2022-05-12 09:00:00,1885.806283738841,1.018011396377813e-11,5.478385860054498e-15
2022-05-12 10:00:00,1887.54292013744,7.045554880061288e-12,3.8385509094064325e-15
2022-05-12 11:00:00,1957.028752471019,6.322725249841327e-12,2.8207480762145625e-15
2022-05-12 12:00:00,1939.1680770513367,3.930936910352045e-12,2.123555295606311e-15
2022-05-12 13:00:00,1941.7532675965208,5.8144772961048196e-12,3.0930308472932813e-15
2022-05-12 14:00:00,1891.288699202116,8.158143488902253e-12,5.034346995268818e-15
2022-05-12 15:00:00,1994.8892505931,7.739662064628937e-12,3.3955007265303917e-15
2022-05-12 16:00:00,1963.663335714229,5.705379963081507e-12,3.0065950737230737e-15
2022-05-12 17:00:00,2022.523928691016,5.625798547975222e-12,2.4965943266678265e-15
2022-05-12 18:00:00,1929.357306541017,4.380896640256037e-12,2.7529859889240112e-15
2022-05-12 19:00:00,1904.596027577469,4.508668609428599e-12,2.542603421122509e-15
2022-05-12 20:00:00,1942.999328771961,3.788551873144495e-12,1.741742734695738e-15
2022-05-12 21:00:00,1925.7795161493489,2.5501202037701513e-12,1.4328023990525819e-15
2022-05-12 22:00:00,1908.6397024823816,2.551290183012814e-12,1.4836400844499588e-15
2022-05-12 23:00:00,1918.856597274677,2.4702383701398515e-12,1.2670021713028147e-15
2022-05-13 00:00:00,1952.455800502781,3.488803403610336e-12,1.5661661114276423e-15
2022-05-13 01:00:00,2006.6388214738224,3.999853874733466e-12,1.6873461053921607e-15
2022-05-13 02:00:00,2013.3858039951865,3.6892194469463295e-12,1.793293161064388e-15
2022-05-13 03:00:00,2059.8242231243935,4.6402488506311544e-12,1.959316436534011e-15
2022-05-13 04:00:00,2088.678458722894,4.297704686332278e-12,1.8833315240140287e-15
2022-05-13 05:00:00,2085.7161891921437,2.8153372867418826e-12,1.3583493214356633e-15
2022-05-13 06:00:00,2098.839953077498,3.816672201870597e-12,1.7463817785264223e-15
2022-05-13 07:00:00,2084.997076192027,1.9787866408634937e-12,1.0166497050093463e-15
2022-05-13 08:00:00,2041.7444295899804,1.6271130791691507e-12,1.049597898506147e-15
2022-05-13 09:00:00,2064.021404728701,1.916753360774955e-12,8.126740201821328e-16
2022-05-13 10:00:00,2072.8289056022245,2.197295004213461e-12,9.921157737833485e-16
2022-05-13 11:00:00,2095.0555433834525,1.7833545217284391e-12,8.182030667338322e-16
2022-05-13 12:00:00,2110.3454063718973,2.3598405778658954e-12,9.632436893659047e-16
2022-05-13 13:00:00,2117.502549341345,2.2392856339879524e-12,1.0354524045136358e-15
2022-05-13 14:00:00,2122.6834290266893,4.4677244327336225e-12,2.0012171847966832e-15
2022-05-13 15:00:00,2126.997103352428,2.2385544731529583e-12,1.028923065514896e-15
2022-05-13 16:00:00,2090.0113318732588,1.6893442748232768e-12,9.89638174883899e-16
